Latitude,Longitude,Flood depth (m)
26.155,91.815,0.044786181
26.146,91.746,0.044990664
26.166,91.733,0.045065122
26.149,91.746,0.045221987
26.17,91.74,0.045239415
26.174,91.753,0.045254021
26.119,91.801,0.04525888
26.176,91.785,0.045278468
26.169,91.729,0.045425534
26.174,91.782,0.045460329
26.155,91.816,0.045537024
26.177,91.785,0.045584507
26.152,91.814,0.045592771
26.14,91.765,0.045845971
26.126,91.739,0.045852957
26.136,91.676,0.045907302
26.188,91.779,0.045930171
26.169,91.727,0.045960913
26.166,91.732,0.045979776
26.184,91.795,0.046094694
26.159,91.818,0.046204329
26.16,91.819,0.046220002
26.159,91.819,0.046221128
26.161,91.82,0.046221786
26.182,91.761,0.046357412
26.156,91.816,0.046494799
26.127,91.762,0.046550865
26.151,91.813,0.046646776
26.167,91.787,0.046662655
26.181,91.789,0.046715851
26.169,91.786,0.046748128
26.179,91.789,0.046766839
26.151,91.814,0.046819911
26.145,91.785,0.046853909
26.187,91.788,0.046882262
26.16,91.746,0.046882305
26.175,91.766,0.046887307
26.146,91.767,0.046888204
26.177,91.786,0.047054234
26.143,91.744,0.047066793
26.135,91.745,0.047077098
26.175,91.787,0.047156334
26.158,91.771,0.04720871
26.177,91.787,0.04736867
26.158,91.773,0.047373381
26.161,91.821,0.047428131
26.178,91.787,0.047442775
26.156,91.817,0.047455788
26.156,91.818,0.047455916
26.158,91.818,0.047456036
26.157,91.818,0.047456036
26.16,91.82,0.047456217
26.162,91.822,0.047485275
26.162,91.821,0.047485275
26.186,91.773,0.04749074
26.12,91.801,0.047515464
26.18,91.789,0.047579494
26.187,91.773,0.047586346
26.194,91.758,0.047605324
26.192,91.759,0.047605329
26.192,91.76,0.047605329
26.193,91.76,0.047605329
26.193,91.759,0.047605329
26.193,91.758,0.047605329
26.195,91.758,0.047607117
26.143,91.749,0.047610025
26.191,91.759,0.047628908
26.19,91.759,0.04763031
26.19,91.76,0.047631793
26.191,91.76,0.047631803
26.156,91.777,0.047685781
26.167,91.765,0.047724776
26.131,91.681,0.047780228
26.132,91.679,0.047780228
26.173,91.754,0.04778337
26.175,91.765,0.047785172
26.147,91.786,0.04781467
26.182,91.762,0.047846794
26.128,91.752,0.047921934
26.155,91.777,0.047948198
26.128,91.744,0.047992783
26.145,91.765,0.048068027
26.171,91.739,0.048133626
26.16,91.771,0.048223839
26.175,91.779,0.048272862
26.128,91.745,0.048288798
26.175,91.788,0.048447266
26.183,91.785,0.048477921
26.127,91.743,0.048618174
26.159,91.771,0.048650451
26.145,91.761,0.048669868
26.161,91.746,0.04871119
26.129,91.759,0.048838844
26.16,91.747,0.048902893
26.147,91.802,0.048941975
26.128,91.754,0.048972702
26.136,91.737,0.048979001
26.154,91.777,0.048990812
26.152,91.744,0.048993964
26.131,91.762,0.049041882
26.189,91.759,0.049162912
26.189,91.79,0.049189353
26.13,91.738,0.049298835
26.145,91.769,0.049320912
26.136,91.738,0.049442649
26.18,91.77,0.049458365
26.158,91.772,0.049490185
26.128,91.753,0.049552522
26.15,91.744,0.049592991
26.176,91.788,0.049608417
26.145,91.771,0.049623561
26.145,91.77,0.049623561
26.179,91.788,0.049739671
26.173,91.744,0.049812756
26.189,91.76,0.049968109
26.152,91.743,0.049998455
26.172,91.764,0.050122247
26.173,91.764,0.050251961
26.168,91.731,0.050551143
26.174,91.754,0.050592318
26.188,91.79,0.05070148
26.133,91.766,0.050713596
26.115,91.739,0.050910859
26.134,91.761,0.051160269
26.127,91.737,0.051178684
26.161,91.755,0.051397381
26.143,91.743,0.051404281
26.135,91.752,0.052056112
26.174,91.783,0.052131042
26.134,91.76,0.052413669
26.14,91.681,0.052475624
26.183,91.784,0.052660303
26.156,91.753,0.052793612
26.175,91.783,0.05281673
26.156,91.752,0.052825871
26.156,91.751,0.052876325
26.19,91.789,0.053338709
26.168,91.779,0.053429513
26.168,91.729,0.05344523
26.142,91.743,0.053473582
26.189,91.789,0.053591809
26.146,91.747,0.05369041
26.157,91.751,0.053930683
26.158,91.751,0.053931704
26.157,91.75,0.053936644
26.158,91.75,0.053956285
26.189,91.788,0.054007492
26.114,91.739,0.054127445
26.172,91.74,0.054151893
26.134,91.759,0.054292154
26.156,91.754,0.054550219
26.169,91.765,0.054552174
26.189,91.78,0.055281749
26.136,91.765,0.055319929
26.159,91.772,0.055382376
26.169,91.787,0.055493188
26.142,91.744,0.055942383
26.16,91.755,0.056095581
26.172,91.743,0.056116004
26.187,91.777,0.056558423
26.143,91.755,0.056851034
26.112,91.735,0.057014008
26.178,91.792,0.057068615
26.163,91.78,0.057300286
26.142,91.746,0.057558775
26.179,91.795,0.057724404
26.143,91.75,0.057838368
26.167,91.731,0.057915835
26.168,91.727,0.057946305
26.175,91.784,0.05813509
26.142,91.747,0.058574452
26.186,91.777,0.058581185
26.178,91.794,0.058824191
26.156,91.76,0.059144144
26.156,91.761,0.059154329
26.132,91.761,0.059233298
26.175,91.785,0.05934978
26.171,91.741,0.059389863
26.178,91.796,0.059562802
26.148,91.747,0.059757547
26.137,91.675,0.059808297
26.134,91.754,0.05981698
26.169,91.788,0.059920506
26.178,91.795,0.060023966
26.162,91.772,0.060063324
26.135,91.746,0.060068035
26.157,91.769,0.060227222
26.114,91.738,0.060254006
26.157,91.767,0.060521107
26.171,91.74,0.060580549
26.174,91.785,0.060647144
26.135,91.747,0.060651259
26.143,91.684,0.060826015
26.163,91.772,0.060874934
26.147,91.747,0.060960073
26.135,91.743,0.061177526
26.147,91.748,0.061336503
26.135,91.741,0.061516376
26.159,91.773,0.061524639
26.135,91.755,0.06187007
26.188,91.788,0.061883168
26.128,91.741,0.062350097
26.13,91.76,0.06304914
26.176,91.782,0.063299398
26.126,91.735,0.06353323
26.137,91.676,0.063536363
26.131,91.76,0.063595757
26.17,91.788,0.06375061
26.135,91.742,0.064207039
26.143,91.685,0.064226398
26.149,91.744,0.064284563
26.168,91.728,0.064348016
26.178,91.793,0.064399214
26.127,91.739,0.064423079
26.183,91.795,0.064696417
26.143,91.683,0.064708805
26.141,91.764,0.064718075
26.15,91.783,0.064750776
26.13,91.736,0.064909086
26.154,91.753,0.065100603
26.147,91.744,0.065148635
26.149,91.783,0.065340366
26.168,91.73,0.065447135
26.135,91.74,0.065573053
26.183,91.797,0.065602741
26.137,91.677,0.065634418
26.182,91.798,0.065949197
26.186,91.785,0.066165442
26.157,91.768,0.06625988
26.145,91.688,0.066319146
26.174,91.786,0.066400466
26.145,91.693,0.066498232
26.183,91.798,0.066685262
26.17,91.789,0.066701245
26.144,91.747,0.066877642
26.145,91.692,0.067106266
26.162,91.781,0.067156024
26.129,91.738,0.067263837
26.138,91.677,0.067307625
26.149,91.784,0.067827244
26.164,91.778,0.067854085
26.177,91.805,0.06800951
26.174,91.787,0.068118811
26.148,91.786,0.068208852
26.145,91.764,0.068283477
26.167,91.728,0.068291907
26.147,91.694,0.068636837
26.144,91.69,0.068638792
26.144,91.691,0.068658586
26.144,91.692,0.068663011
26.166,91.731,0.068677635
26.169,91.779,0.068961105
26.15,91.782,0.069038181
26.171,91.79,0.069066763
26.146,91.793,0.069124455
26.167,91.73,0.069138389
26.146,91.696,0.06942162
26.146,91.693,0.069422755
26.145,91.696,0.069422855
26.147,91.793,0.069533439
26.147,91.792,0.069533439
26.184,91.784,0.069888577
26.182,91.799,0.070023532
26.154,91.754,0.070029063
26.146,91.697,0.070189972
26.145,91.697,0.070189972
26.145,91.698,0.070189972
26.146,91.698,0.070189972
26.145,91.747,0.07047677
26.113,91.738,0.070503674
26.171,91.789,0.070758047
26.143,91.747,0.071238394
26.127,91.742,0.071449218
26.173,91.787,0.071492448
26.143,91.751,0.071512699
26.183,91.8,0.072004647
26.173,91.788,0.072193623
26.129,91.739,0.072297511
26.166,91.73,0.072336664
26.183,91.796,0.072378492
26.149,91.785,0.072472162
26.153,91.778,0.072493424
26.173,91.789,0.072577024
26.186,91.784,0.072819524
26.181,91.798,0.072859893
26.127,91.741,0.073100514
26.132,91.738,0.073103199
26.159,91.774,0.073238311
26.155,91.759,0.073284411
26.182,91.8,0.073392978
26.181,91.799,0.073436275
26.136,91.735,0.073538976
26.112,91.736,0.073632903
26.183,91.799,0.073729277
26.143,91.752,0.074064178
26.17,91.779,0.074170766
26.18,91.798,0.074313688
26.18,91.799,0.074433928
26.172,91.789,0.075569148
26.167,91.729,0.075644598
26.134,91.762,0.075909114
26.161,91.771,0.076400952
26.187,91.784,0.077149382
26.17,91.778,0.077718544
26.183,91.801,0.077829409
26.182,91.801,0.077844691
26.183,91.802,0.077959838
26.183,91.803,0.078238754
26.183,91.804,0.078362765
26.145,91.763,0.078399267
26.183,91.805,0.078446026
26.183,91.806,0.078840656
26.18,91.807,0.079103894
26.182,91.807,0.079270463
26.088,91.784,0.079277544
26.095,91.785,0.079288063
26.09,91.785,0.079288063
26.18,91.808,0.079510751
26.182,91.808,0.079750624
26.182,91.809,0.079788947
26.087,91.784,0.079855142
26.187,91.783,0.079867759
26.18,91.809,0.07997901
26.181,91.809,0.080047932
26.181,91.81,0.080392656
26.18,91.81,0.080394411
26.142,91.754,0.080536547
26.163,91.779,0.080668116
26.187,91.78,0.080710239
26.188,91.78,0.080807104
26.18,91.811,0.080895433
26.182,91.811,0.080925808
26.134,91.766,0.081026402
26.13,91.737,0.08103137
26.173,91.77,0.081285067
26.18,91.812,0.081295834
26.187,91.782,0.081360569
26.182,91.812,0.081362476
26.177,91.771,0.081440516
26.144,91.759,0.081505432
26.111,91.724,0.081667233
26.179,91.812,0.081730614
26.179,91.813,0.081747179
26.144,91.76,0.081799803
26.183,91.813,0.081842842
26.142,91.728,0.081934547
26.177,91.813,0.081939688
26.177,91.814,0.081978273
26.178,91.813,0.081990328
26.137,91.738,0.082192545
26.183,91.814,0.082253466
26.183,91.815,0.082283335
26.152,91.779,0.082329264
26.134,91.765,0.082374077
26.142,91.748,0.082418966
26.178,91.814,0.082485905
26.184,91.815,0.082642479
26.178,91.815,0.082897243
26.179,91.815,0.082909307
26.184,91.816,0.082931633
26.183,91.816,0.082966557
26.181,91.816,0.083079271
26.18,91.816,0.083100843
26.179,91.816,0.083118982
26.131,91.761,0.083197136
26.183,91.817,0.083349123
26.181,91.817,0.083405771
26.144,91.761,0.083503103
26.145,91.762,0.083535223
26.18,91.817,0.083560534
26.183,91.818,0.083575945
26.182,91.818,0.083579893
26.182,91.819,0.08358119
26.181,91.82,0.083581553
26.181,91.818,0.083583288
26.181,91.819,0.083587646
26.18,91.819,0.08359478
26.179,91.823,0.083601828
26.18,91.818,0.083607702
26.179,91.819,0.083608675
26.172,91.77,0.08364789
26.181,91.827,0.083649979
26.181,91.826,0.083649979
26.181,91.825,0.083649979
26.182,91.825,0.083649979
26.182,91.824,0.083649979
26.181,91.824,0.083649979
26.181,91.823,0.083649979
26.181,91.822,0.083649979
26.181,91.821,0.083649979
26.178,91.819,0.083649979
26.178,91.82,0.083649979
26.178,91.821,0.083649979
26.178,91.822,0.083649979
26.179,91.822,0.083649979
26.178,91.823,0.083649979
26.178,91.824,0.083649979
26.178,91.825,0.083649979
26.178,91.826,0.083649979
26.178,91.827,0.083649979
26.181,91.828,0.083649979
26.178,91.828,0.083649979
26.185,91.778,0.083705645
26.187,91.781,0.083955116
26.188,91.781,0.084140749
26.128,91.739,0.084238567
26.155,91.778,0.084979277
26.16,91.756,0.085179787
26.148,91.785,0.085207195
26.186,91.778,0.085266056
26.188,91.782,0.085416832
26.136,91.764,0.085879927
26.173,91.765,0.086580353
26.139,91.678,0.08669054
26.174,91.773,0.086698179
26.175,91.773,0.086895561
26.154,91.778,0.086896982
26.112,91.737,0.086969433
26.178,91.774,0.087101917
26.111,91.737,0.087246399
26.112,91.738,0.087383366
26.143,91.742,0.087544575
26.171,91.771,0.087717209
26.176,91.774,0.087784586
26.177,91.774,0.087835732
26.162,91.78,0.088037062
26.174,91.774,0.088469009
26.173,91.772,0.088558464
26.172,91.771,0.088612375
26.172,91.769,0.088758717
26.132,91.762,0.089154873
26.178,91.775,0.089178677
26.172,91.772,0.089251337
26.176,91.775,0.089265442
26.158,91.775,0.089292212
26.142,91.742,0.089539518
26.177,91.775,0.089777098
26.173,91.774,0.089922714
26.129,91.737,0.090253735
26.173,91.766,0.090287209
26.134,91.764,0.090416327
26.163,91.769,0.090826874
26.171,91.778,0.090873384
26.152,91.78,0.090889902
26.133,91.738,0.090899611
26.163,91.778,0.091341877
26.142,91.749,0.091479263
26.152,91.781,0.091600504
26.172,91.765,0.09205411
26.149,91.745,0.092325106
26.147,91.745,0.09236949
26.141,91.742,0.092541609
26.148,91.746,0.092617884
26.173,91.775,0.092840357
26.158,91.776,0.092941027
26.148,91.745,0.0930161
26.184,91.783,0.093121128
26.127,91.74,0.093693705
26.154,91.779,0.093976946
26.141,91.763,0.09418355
26.133,91.762,0.094461012
26.153,91.779,0.094529324
26.162,91.778,0.094645023
26.14,91.679,0.094670649
26.128,91.737,0.094752645
26.172,91.778,0.094909725
26.159,91.77,0.09495553
26.179,91.771,0.095303268
26.172,91.767,0.095722179
26.135,91.764,0.095946207
26.172,91.768,0.095958471
26.15,91.781,0.096577539
26.159,91.775,0.096941099
26.158,91.754,0.097200127
26.151,91.781,0.097203045
26.155,91.758,0.098124094
26.164,91.775,0.098232365
26.143,91.762,0.099066868
26.152,91.754,0.099525347
26.135,91.761,0.099679575
26.173,91.776,0.099766264
26.172,91.777,0.099805994
26.137,91.739,0.099930525
26.173,91.777,0.100461502
26.159,91.776,0.100490522
26.143,91.756,0.100587902
26.162,91.773,0.100953751
26.162,91.779,0.101310368
26.14,91.68,0.101353836
26.144,91.757,0.101927261
26.138,91.739,0.102036648
26.134,91.752,0.102859879
26.133,91.763,0.102931738
26.143,91.76,0.102960739
26.159,91.753,0.103424206
26.143,91.761,0.103581676
26.159,91.752,0.10374299
26.135,91.76,0.104601574
26.143,91.759,0.105211258
26.136,91.745,0.105752611
26.154,91.757,0.106189632
26.134,91.753,0.106369524
26.135,91.753,0.106437054
26.141,91.681,0.10697547
26.136,91.743,0.107068501
26.135,91.759,0.107235909
26.185,91.779,0.107580662
26.135,91.754,0.108036098
26.134,91.758,0.108215761
26.142,91.682,0.108217621
26.128,91.74,0.108278484
26.164,91.768,0.108511591
26.141,91.743,0.108568182
26.156,91.759,0.10894701
26.156,91.758,0.10896698
26.136,91.746,0.109408312
26.136,91.741,0.110017023
26.134,91.763,0.110377245
26.184,91.782,0.111038723
26.144,91.685,0.1112778
26.134,91.756,0.111285028
26.136,91.74,0.111765547
26.135,91.758,0.111838255
26.134,91.757,0.111952658
26.159,91.756,0.11236104
26.145,91.686,0.112405577
26.136,91.742,0.112650785
26.135,91.756,0.112743292
26.158,91.77,0.113198442
26.135,91.763,0.11337656
26.157,91.765,0.114091539
26.161,91.77,0.114141302
26.143,91.682,0.11447588
26.144,91.762,0.114545822
26.153,91.757,0.114725809
26.164,91.767,0.115020075
26.141,91.746,0.115307026
26.147,91.689,0.115488663
26.157,91.763,0.115974932
26.144,91.686,0.115996065
26.157,91.764,0.116020622
26.184,91.781,0.116165199
26.145,91.687,0.116222658
26.144,91.687,0.116482477
26.144,91.763,0.116680298
26.145,91.689,0.116815557
26.145,91.691,0.117191896
26.145,91.69,0.117252541
26.147,91.69,0.117373571
26.146,91.69,0.117376499
26.146,91.689,0.117389479
26.157,91.762,0.117416315
26.161,91.78,0.117629967
26.142,91.752,0.118334608
26.148,91.695,0.118623085
26.147,91.693,0.118637199
26.147,91.692,0.118637342
26.146,91.692,0.118645792
26.146,91.691,0.118651171
26.141,91.747,0.118899326
26.184,91.78,0.119191217
26.142,91.758,0.119475832
26.141,91.744,0.120101852
26.147,91.698,0.120189972
26.147,91.697,0.120189972
26.148,91.697,0.120189972
26.148,91.696,0.120189972
26.149,91.696,0.120189972
26.163,91.768,0.120406628
26.136,91.748,0.121642389
26.141,91.754,0.121795788
26.142,91.753,0.122254114
26.157,91.766,0.122457008
26.142,91.761,0.122530031
26.151,91.671,0.124714613
26.151,91.672,0.124715385
26.152,91.671,0.124715567
26.151,91.673,0.124841585
26.154,91.672,0.124843483
26.153,91.672,0.124843483
26.153,91.671,0.124843483
26.152,91.673,0.124843483
26.153,91.674,0.124843483
26.152,91.674,0.125227947
26.139,91.677,0.127269545
26.14,91.677,0.127278471
26.136,91.749,0.127541351
26.164,91.773,0.127723331
26.162,91.776,0.128369951
26.163,91.775,0.128465796
26.14,91.678,0.129922009
26.141,91.755,0.130676746
26.163,91.774,0.130934925
26.162,91.775,0.131154099
26.135,91.762,0.132184238
26.141,91.748,0.132451181
26.137,91.74,0.13267211
26.142,91.678,0.13277319
26.138,91.74,0.132866802
26.163,91.776,0.132933197
26.18,91.828,0.133649979
26.18,91.827,0.133649979
26.18,91.826,0.133649979
26.179,91.827,0.133649979
26.179,91.828,0.133649979
26.158,91.769,0.134123602
26.143,91.758,0.135583048
26.141,91.678,0.136048756
26.16,91.776,0.13614193
26.161,91.769,0.136644802
26.141,91.762,0.137104664
26.162,91.774,0.137134027
26.142,91.755,0.137661753
26.142,91.679,0.138054008
26.164,91.774,0.138405228
26.156,91.755,0.138579903
26.161,91.777,0.13866147
26.136,91.75,0.138828335
26.161,91.778,0.139375887
26.158,91.767,0.139767704
26.138,91.741,0.140421801
26.141,91.749,0.14073184
26.16,91.777,0.141066942
26.153,91.756,0.14132988
26.158,91.768,0.141646061
26.141,91.745,0.142375507
26.136,91.761,0.142604046
26.161,91.779,0.142747078
26.142,91.76,0.143800306
26.143,91.757,0.144129305
26.14,91.745,0.144467745
26.136,91.751,0.144530563
26.142,91.759,0.144600563
26.163,91.773,0.145238075
26.141,91.75,0.146555338
26.144,91.682,0.146703777
26.157,91.76,0.146931572
26.159,91.769,0.147430344
26.136,91.76,0.147833776
26.155,91.757,0.148002272
26.137,91.741,0.148069992
26.141,91.759,0.148640003
26.137,91.752,0.148827829
26.145,91.683,0.14891408
26.137,91.745,0.14904767
26.142,91.68,0.149060192
26.145,91.682,0.149185905
26.136,91.752,0.149451008
26.144,91.681,0.149743986
26.142,91.75,0.150331278
26.16,91.778,0.150724697
26.136,91.744,0.151138792
26.157,91.761,0.151342602
26.158,91.755,0.151376677
26.137,91.744,0.151708231
26.137,91.746,0.152205029
26.136,91.753,0.153161879
26.141,91.758,0.153198185
26.14,91.746,0.154259558
26.139,91.746,0.154631586
26.142,91.681,0.154867172
26.143,91.681,0.155247984
26.152,91.756,0.156208782
26.152,91.755,0.15620924
26.144,91.683,0.156294022
26.136,91.747,0.156456718
26.136,91.754,0.156462669
26.145,91.684,0.156850548
26.144,91.684,0.157293282
26.142,91.751,0.157305193
26.154,91.755,0.15833086
26.145,91.685,0.158417149
26.141,91.757,0.158620701
26.141,91.751,0.158717051
26.157,91.759,0.158847017
26.157,91.758,0.158869505
26.157,91.757,0.15887989
26.156,91.756,0.158883839
26.156,91.757,0.15888916
26.137,91.743,0.159035835
26.137,91.742,0.159278145
26.137,91.755,0.159295969
26.136,91.755,0.159464617
26.146,91.685,0.159761286
26.141,91.761,0.1615061
26.163,91.767,0.161891575
26.138,91.747,0.162319546
26.136,91.756,0.162423286
26.162,91.768,0.162440643
26.139,91.747,0.162582893
26.137,91.756,0.162630424
26.137,91.747,0.162865257
26.14,91.753,0.163300896
26.146,91.686,0.163971539
26.135,91.757,0.164217148
26.158,91.76,0.16431778
26.149,91.688,0.164355068
26.149,91.689,0.164369183
26.148,91.688,0.164373627
26.148,91.69,0.164385815
26.147,91.688,0.164407673
26.146,91.688,0.165321617
26.149,91.69,0.165472546
26.139,91.748,0.165984058
26.154,91.756,0.166037865
26.14,91.754,0.166103363
26.146,91.687,0.166200256
26.136,91.757,0.166222916
26.149,91.691,0.166259251
26.141,91.752,0.166711006
26.14,91.755,0.166772232
26.136,91.759,0.166778107
26.136,91.758,0.166836796
26.159,91.757,0.166908417
26.151,91.694,0.16704071
26.149,91.692,0.167365723
26.151,91.695,0.167378006
26.149,91.693,0.167380543
26.142,91.756,0.167862816
26.159,91.768,0.168151875
26.138,91.748,0.168373051
26.148,91.693,0.168615952
26.15,91.695,0.168617382
26.149,91.694,0.168618793
26.149,91.695,0.168618965
26.148,91.694,0.168619785
26.139,91.756,0.168833847
26.16,91.767,0.16885437
26.141,91.753,0.169123344
26.159,91.767,0.169437141
26.16,91.76,0.171365948
26.16,91.759,0.171820488
26.159,91.759,0.172155285
26.158,91.761,0.17219696
26.16,91.766,0.172426376
26.142,91.757,0.172605801
26.158,91.756,0.174248085
26.159,91.758,0.17552927
26.158,91.762,0.176516342
26.162,91.767,0.179603062
26.14,91.757,0.17962265
26.14,91.756,0.17965662
26.14,91.758,0.180138969
26.139,91.759,0.180274754
26.139,91.757,0.180798378
26.161,91.76,0.181242485
26.161,91.761,0.182070141
26.161,91.768,0.182372189
26.14,91.759,0.182404041
26.161,91.767,0.182407951
26.141,91.76,0.185685959
26.14,91.76,0.185724792
26.158,91.763,0.186864929
26.158,91.764,0.18815937
26.158,91.766,0.190118217
26.104,91.748,0.191826606
26.103,91.748,0.193901813
26.159,91.766,0.193948936
26.103,91.749,0.195310259
26.102,91.749,0.1969697
26.158,91.765,0.197967319
26.159,91.764,0.198495197
26.102,91.75,0.199137855
26.102,91.751,0.199718082
26.16,91.761,0.200598488
26.159,91.765,0.20145546
26.103,91.751,0.201591349
26.103,91.752,0.203394103
26.103,91.753,0.206252861
26.158,91.758,0.206610317
26.158,91.759,0.206651287
26.103,91.754,0.207290697
26.103,91.756,0.207313228
26.103,91.755,0.207317591
26.103,91.757,0.207318735
26.102,91.758,0.207319999
26.103,91.758,0.207321358
26.102,91.759,0.20732429
26.102,91.76,0.207327676
26.102,91.762,0.207329774
26.158,91.757,0.208296852
26.162,91.766,0.211976643
26.16,91.762,0.213277016
26.159,91.763,0.224008522
26.16,91.763,0.226029415
26.16,91.765,0.238983135
26.161,91.765,0.239994297
26.162,91.765,0.241083488
26.16,91.764,0.241453209
26.132,91.827,0.306399918
26.131,91.827,0.306981158
26.131,91.825,0.310568953
26.131,91.826,0.310572076
26.165,91.716,0.422571468
26.186,91.797,0.443830919
26.187,91.797,0.443830919
26.177,91.797,0.585147285
26.178,91.797,0.593292141
26.177,91.803,0.599744225
26.177,91.798,0.603548193
26.178,91.798,0.604792023
26.177,91.802,0.611394358
26.177,91.8,0.611475658
26.177,91.799,0.615282774
26.177,91.804,0.617084694
26.177,91.801,0.621079874
26.178,91.804,0.710367489
26.178,91.805,0.714623404
26.179,91.805,0.76777401
26.18,91.806,0.77914052
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
